OVERS,MDNS,RUNS,WKTS,ECON,AVE,SR,OPPOSITION,GROUND,`START_DATE`,MATCH_ID,BOWLER,PLAYER_ID
-,-,-,-,-,-,-,v India,Bulawayo,30-May-10,ODI # 2983,Angelo Mathews,49764
4,0,14,0,3.5,-,-,v Zimbabwe,Harare,09-Jun-10,ODI # 2990,Angelo Mathews,49764
10,1,38,2,3.8,19,30,v Pakistan,Dambulla,15-Jun-10,ODI # 2991,Angelo Mathews,49764
-,-,-,-,-,-,-,v Bangladesh,Dambulla,18-Jun-10,ODI # 2995,Angelo Mathews,49764
6,0,37,1,6.16,37,36,v India,Dambulla,22-Jun-10,ODI # 2999,Angelo Mathews,49764
3,1,16,0,5.33,-,-,v India,Dambulla,24-Jun-10,ODI # 3001,Angelo Mathews,49764
10,1,36,3,3.6,12,20,v New Zealand,Dambulla,13-Aug-10,ODI # 3031,Angelo Mathews,49764
7,1,32,2,4.57,16,21,v India,Dambulla,16-Aug-10,ODI # 3032,Angelo Mathews,49764
-,-,-,-,-,-,-,v New Zealand,Dambulla,19-Aug-10,ODI # 3037,Angelo Mathews,49764
8,3,20,1,2.5,20,48,v India,Dambulla,22-Aug-10,ODI # 3038,Angelo Mathews,49764
10,0,48,1,4.8,48,60,v India,Dambulla,28-Aug-10,ODI # 3040,Angelo Mathews,49764
-,-,-,-,-,-,-,v Australia,Melbourne,03-Nov-10,ODI # 3065,Angelo Mathews,49764
-,-,-,-,-,-,-,v Australia,Sydney,05-Nov-10,ODI # 3066,Angelo Mathews,49764
-,-,-,-,-,-,-,v Australia,Brisbane,07-Nov-10,ODI # 3068,Angelo Mathews,49764
7,0,35,0,5,-,-,v West Indies,Colombo (SSC),31-Jan-11,ODI # 3092,Angelo Mathews,49764
4,0,20,0,5,-,-,v West Indies,Colombo (SSC),03-Feb-11,ODI # 3096,Angelo Mathews,49764
6,0,33,0,5.5,-,-,v West Indies,Colombo (SSC),06-Feb-11,ODI # 3099,Angelo Mathews,49764
-,-,-,-,-,-,-,v Canada,Hambantota,20-Feb-11,ODI # 3102,Angelo Mathews,49764
10,0,56,1,5.6,56,60,v Pakistan,Colombo (RPS),26-Feb-11,ODI # 3109,Angelo Mathews,49764
7,0,20,1,2.85,20,42,v Kenya,Colombo (RPS),01-Mar-11,ODI # 3113,Angelo Mathews,49764
-,-,-,-,-,-,-,v Australia,Colombo (RPS),05-Mar-11,ODI # 3119,Angelo Mathews,49764
5,0,29,2,5.8,14.5,15,v Zimbabwe,Pallekele,10-Mar-11,ODI # 3125,Angelo Mathews,49764
3,0,19,1,6.33,19,18,v New Zealand,Mumbai,18-Mar-11,ODI # 3137,Angelo Mathews,49764
5,0,20,1,4,20,30,v England,Colombo (RPS),26-Mar-11,ODI # 3145,Angelo Mathews,49764
6,0,27,0,4.5,-,-,v New Zealand,Colombo (RPS),29-Mar-11,ODI # 3146,Angelo Mathews,49764
-,-,-,-,-,-,-,v England,The Oval,28-Jun-11,ODI # 3165,Angelo Mathews,49764
2,0,13,0,6.5,-,-,v England,Leeds,01-Jul-11,ODI # 3167,Angelo Mathews,49764
1,0,4,0,4,-,-,v England,Lord's,03-Jul-11,ODI # 3168,Angelo Mathews,49764
3,0,22,0,7.33,-,-,v England,Nottingham,06-Jul-11,ODI # 3169,Angelo Mathews,49764
-,-,-,-,-,-,-,v England,Manchester,09-Jul-11,ODI # 3170,Angelo Mathews,49764
-,-,-,-,-,-,-,v Scotland,Edinburgh,13-Jul-11,ODI # 3172,Angelo Mathews,49764
-,-,-,-,-,-,-,v Australia,Pallekele,10-Aug-11,ODI # 3175,Angelo Mathews,49764
3,0,18,0,6,-,-,v Australia,Hambantota,14-Aug-11,ODI # 3178,Angelo Mathews,49764
-,-,-,-,-,-,-,v Australia,Colombo (RPS),20-Aug-11,ODI # 3182,Angelo Mathews,49764
3,0,6,1,2,6,18,v Australia,Colombo (RPS),22-Aug-11,ODI # 3184,Angelo Mathews,49764
-,-,-,-,-,-,-,v Pakistan,Dubai (DSC),11-Nov-11,ODI # 3212,Angelo Mathews,49764
-,-,-,-,-,-,-,v Pakistan,Dubai (DSC),14-Nov-11,ODI # 3213,Angelo Mathews,49764
-,-,-,-,-,-,-,v Pakistan,Dubai (DSC),18-Nov-11,ODI # 3214,Angelo Mathews,49764
-,-,-,-,-,-,-,v Pakistan,Sharjah,20-Nov-11,ODI # 3215,Angelo Mathews,49764
5,1,11,1,2.2,11,30,v Pakistan,Abu Dhabi,23-Nov-11,ODI # 3216,Angelo Mathews,49764
5,0,23,0,4.6,-,-,v South Africa,Paarl,11-Jan-12,ODI # 3225,Angelo Mathews,49764
2,0,13,0,6.5,-,-,v South Africa,East London,14-Jan-12,ODI # 3226,Angelo Mathews,49764
4,0,21,0,5.25,-,-,v South Africa,Bloemfontein,17-Jan-12,ODI # 3227,Angelo Mathews,49764
1,0,6,0,6,-,-,v South Africa,Kimberley,20-Jan-12,ODI # 3228,Angelo Mathews,49764
3,1,16,0,5.33,-,-,v South Africa,Johannesburg,22-Jan-12,ODI # 3229,Angelo Mathews,49764
9.4,1,31,2,3.2,15.5,29,v India,Perth,08-Feb-12,ODI # 3233,Angelo Mathews,49764
9,0,37,2,4.11,18.5,27,v Australia,Perth,10-Feb-12,ODI # 3235,Angelo Mathews,49764
5,0,35,0,7,-,-,v India,Adelaide,14-Feb-12,ODI # 3239,Angelo Mathews,49764
4,0,26,1,6.5,26,24,v Australia,Sydney,17-Feb-12,ODI # 3241,Angelo Mathews,49764
4,0,12,0,3,-,-,v India,Brisbane,21-Feb-12,ODI # 3246,Angelo Mathews,49764
7,0,43,2,6.14,21.5,21,v Australia,Hobart,24-Feb-12,ODI # 3248,Angelo Mathews,49764
7,0,44,0,6.28,-,-,v India,Hobart,28-Feb-12,ODI # 3251,Angelo Mathews,49764
4,0,8,0,2,-,-,v Australia,Melbourne,02-Mar-12,ODI # 3253,Angelo Mathews,49764
6,1,18,0,3,-,-,v Pakistan,Pallekele,07-Jun-12,ODI # 3272,Angelo Mathews,49764
10,0,48,0,4.8,-,-,v Pakistan,Pallekele,09-Jun-12,ODI # 3273,Angelo Mathews,49764
0.2,0,0,0,0,-,-,v Pakistan,Colombo (RPS),13-Jun-12,ODI # 3274,Angelo Mathews,49764
9,0,33,1,3.66,33,54,v Pakistan,Colombo (RPS),16-Jun-12,ODI # 3275,Angelo Mathews,49764
10,0,41,0,4.1,-,-,v Pakistan,Colombo (RPS),18-Jun-12,ODI # 3277,Angelo Mathews,49764
10,0,58,1,5.8,58,60,v India,Hambantota,21-Jul-12,ODI # 3291,Angelo Mathews,49764
7,2,14,3,2,4.66,14,v India,Hambantota,24-Jul-12,ODI # 3292,Angelo Mathews,49764
8.4,0,49,0,5.65,-,-,v India,Colombo (RPS),28-Jul-12,ODI # 3293,Angelo Mathews,49764
6,1,18,1,3,18,36,v India,Colombo (RPS),31-Jul-12,ODI # 3294,Angelo Mathews,49764
5,0,29,0,5.8,-,-,v India,Pallekele,04-Aug-12,ODI # 3295,Angelo Mathews,49764
7,0,38,1,5.42,38,42,v New Zealand,Pallekele,04-Nov-12,ODI # 3305,Angelo Mathews,49764
5,0,15,1,3,15,30,v New Zealand,Pallekele,06-Nov-12,ODI # 3306,Angelo Mathews,49764
6,0,19,0,3.16,-,-,v New Zealand,Hambantota,10-Nov-12,ODI # 3307,Angelo Mathews,49764
-,-,-,-,-,-,-,v New Zealand,Hambantota,12-Nov-12,ODI # 3308,Angelo Mathews,49764
8,0,46,1,5.75,46,48,v Australia,Melbourne,11-Jan-13,ODI # 3317,Angelo Mathews,49764
10,1,24,2,2.4,12,30,v Australia,Adelaide,13-Jan-13,ODI # 3319,Angelo Mathews,49764
4,0,10,1,2.5,10,24,v Australia,Brisbane,18-Jan-13,ODI # 3321,Angelo Mathews,49764
10,1,50,0,5,-,-,v Australia,Sydney,20-Jan-13,ODI # 3324,Angelo Mathews,49764
7,0,44,0,6.28,-,-,v Australia,Hobart,23-Jan-13,ODI # 3326,Angelo Mathews,49764
9,1,36,2,4,18,27,v Bangladesh,Hambantota,23-Mar-13,ODI # 3349,Angelo Mathews,49764
-,-,-,-,-,-,-,v Bangladesh,Hambantota,25-Mar-13,ODI # 3351,Angelo Mathews,49764
5,0,39,2,7.8,19.5,15,v Bangladesh,Pallekele,28-Mar-13,ODI # 3352,Angelo Mathews,49764
-,-,-,-,-,-,-,v New Zealand,Cardiff,09-Jun-13,ODI # 3366,Angelo Mathews,49764
6,0,28,0,4.66,-,-,v England,The Oval,13-Jun-13,ODI # 3370,Angelo Mathews,49764
3,0,21,1,7,21,18,v Australia,The Oval,17-Jun-13,ODI # 3374,Angelo Mathews,49764
4,0,10,1,2.5,10,24,v India,Cardiff,20-Jun-13,ODI # 3376,Angelo Mathews,49764
5,0,28,0,5.6,-,-,v West Indies,Kingston,28-Jun-13,ODI # 3378,Angelo Mathews,49764
8,2,23,1,2.87,23,48,v India,Kingston,02-Jul-13,ODI # 3382,Angelo Mathews,49764
8,1,29,4,3.62,7.25,12,v West Indies,Port of Spain,07-Jul-13,ODI # 3385,Angelo Mathews,49764
5,1,5,1,1,5,30,v India,Port of Spain,09-Jul-13,ODI # 3387,Angelo Mathews,49764
10,1,38,1,3.8,38,60,v India,Port of Spain,11-Jul-13,ODI # 3388,Angelo Mathews,49764
5,1,17,0,3.4,-,-,v South Africa,Pallekele,26-Jul-13,ODI # 3398,Angelo Mathews,49764
7,1,31,0,4.42,-,-,v South Africa,Pallekele,28-Jul-13,ODI # 3400,Angelo Mathews,49764
4,0,32,0,8,-,-,v South Africa,Colombo (RPS),31-Jul-13,ODI # 3401,Angelo Mathews,49764
-,-,-,-,-,-,-,v New Zealand,Hambantota,10-Nov-13,ODI # 3432,Angelo Mathews,49764
5,0,35,0,7,-,-,v New Zealand,Hambantota,12-Nov-13,ODI # 3434,Angelo Mathews,49764
1,0,4,0,4,-,-,v New Zealand,Dambulla,16-Nov-13,ODI # 3435,Angelo Mathews,49764
5,0,29,0,5.8,-,-,v Pakistan,Sharjah,18-Dec-13,ODI # 3445,Angelo Mathews,49764
3.4,0,17,0,4.63,-,-,v Pakistan,Dubai (DSC),20-Dec-13,ODI # 3446,Angelo Mathews,49764
4,0,29,0,7.25,-,-,v Pakistan,Sharjah,22-Dec-13,ODI # 3447,Angelo Mathews,49764
6,0,15,1,2.5,15,36,v Pakistan,Abu Dhabi,25-Dec-13,ODI # 3448,Angelo Mathews,49764
10,1,26,1,2.6,26,60,v Pakistan,Abu Dhabi,27-Dec-13,ODI # 3450,Angelo Mathews,49764
7.2,1,21,3,2.86,7,14.6,v Bangladesh,Dhaka,17-Feb-14,ODI # 3469,Angelo Mathews,49764
8,1,44,0,5.5,-,-,v Bangladesh,Dhaka,20-Feb-14,ODI # 3470,Angelo Mathews,49764
3,0,21,0,7,-,-,v Bangladesh,Dhaka,22-Feb-14,ODI # 3471,Angelo Mathews,49764
5,1,25,1,5,25,30,v Pakistan,Fatullah,25-Feb-14,ODI # 3473,Angelo Mathews,49764
3.2,1,9,0,2.7,-,-,v India,Fatullah,28-Feb-14,ODI # 3476,Angelo Mathews,49764
-,-,-,-,-,-,-,v Afghanistan,Dhaka,03-Mar-14,ODI # 3481,Angelo Mathews,49764
-,-,-,-,-,-,-,v Bangladesh,Dhaka,06-Mar-14,ODI # 3485,Angelo Mathews,49764
7,1,23,0,3.28,-,-,v Pakistan,Dhaka,08-Mar-14,ODI # 3486,Angelo Mathews,49764
2,0,6,0,3,-,-,v Ireland,Dublin,06-May-14,ODI # 3490,Angelo Mathews,49764
6,0,25,1,4.16,25,36,v England,The Oval,22-May-14,ODI # 3492,Angelo Mathews,49764
2,0,9,1,4.5,9,12,v England,Chester-le-Street,25-May-14,ODI # 3493,Angelo Mathews,49764
-,-,-,-,-,-,-,v England,Manchester,28-May-14,ODI # 3494,Angelo Mathews,49764
7,1,30,1,4.28,30,42,v England,Lord's,31-May-14,ODI # 3495,Angelo Mathews,49764
6,0,23,1,3.83,23,36,v England,Birmingham,03-Jun-14,ODI # 3496,Angelo Mathews,49764
6,1,30,1,5,30,36,v South Africa,Colombo (RPS),06-Jul-14,ODI # 3500,Angelo Mathews,49764
3,1,11,0,3.66,-,-,v South Africa,Pallekele,09-Jul-14,ODI # 3501,Angelo Mathews,49764
6,0,43,0,7.16,-,-,v South Africa,Hambantota,12-Jul-14,ODI # 3502,Angelo Mathews,49764
9,0,48,2,5.33,24,27,v Pakistan,Hambantota,23-Aug-14,ODI # 3512,Angelo Mathews,49764
2,0,15,0,7.5,-,-,v Pakistan,Hambantota,26-Aug-14,ODI # 3515,Angelo Mathews,49764
5,0,11,0,2.2,-,-,v Pakistan,Dambulla,30-Aug-14,ODI # 3519,Angelo Mathews,49764
4,0,33,0,8.25,-,-,v India,Cuttack,02-Nov-14,ODI # 3539,Angelo Mathews,49764
4,0,18,0,4.5,-,-,v India,Ahmedabad,06-Nov-14,ODI # 3540,Angelo Mathews,49764
3,0,17,0,5.66,-,-,v India,Hyderabad (Deccan),09-Nov-14,ODI # 3543,Angelo Mathews,49764
8,1,44,2,5.5,22,24,v India,Kolkata,13-Nov-14,ODI # 3544,Angelo Mathews,49764
7,1,33,2,4.71,16.5,21,v India,Ranchi,16-Nov-14,ODI # 3547,Angelo Mathews,49764
3,1,17,0,5.66,-,-,v England,Colombo (RPS),26-Nov-14,ODI # 3554,Angelo Mathews,49764
6,0,23,1,3.83,23,36,v England,Colombo (RPS),29-Nov-14,ODI # 3557,Angelo Mathews,49764
7,0,34,2,4.85,17,21,v England,Hambantota,03-Dec-14,ODI # 3561,Angelo Mathews,49764
6,0,21,0,3.5,-,-,v England,Colombo (RPS),07-Dec-14,ODI # 3563,Angelo Mathews,49764
4,0,14,0,3.5,-,-,v England,Pallekele,10-Dec-14,ODI # 3565,Angelo Mathews,49764
-,-,-,-,-,-,-,v England,Pallekele,13-Dec-14,ODI # 3567,Angelo Mathews,49764
2,0,3,0,1.5,-,-,v England,Colombo (RPS),16-Dec-14,ODI # 3569,Angelo Mathews,49764
2,0,17,0,8.5,-,-,v New Zealand,Christchurch,11-Jan-15,ODI # 3574,Angelo Mathews,49764
1,0,2,0,2,-,-,v New Zealand,Hamilton,15-Jan-15,ODI # 3577,Angelo Mathews,49764
6.5,2,21,3,3.07,7,13.6,v New Zealand,Auckland,17-Jan-15,ODI # 3580,Angelo Mathews,49764
4,1,16,1,4,16,24,v New Zealand,Nelson,20-Jan-15,ODI # 3585,Angelo Mathews,49764
6,0,28,0,4.66,-,-,v New Zealand,Christchurch,14-Feb-15,ODI # 3599,Angelo Mathews,49764
7,0,41,3,5.85,13.66,14,v Afghanistan,Dunedin,22-Feb-15,ODI # 3609,Angelo Mathews,49764
5.4,0,36,1,6.35,36,34,v Bangladesh,Melbourne,26-Feb-15,ODI # 3615,Angelo Mathews,49764
10,1,43,1,4.3,43,60,v England,Wellington,01-Mar-15,ODI # 3619,Angelo Mathews,49764
7,0,59,1,8.42,59,42,v Australia,Sydney,08-Mar-15,ODI # 3629,Angelo Mathews,49764
-,-,-,-,-,-,-,v Scotland,Hobart,11-Mar-15,ODI # 3632,Angelo Mathews,49764
-,-,-,-,-,-,-,v South Africa,Sydney,18-Mar-15,ODI # 3640,Angelo Mathews,49764
5,0,22,1,4.4,22,30,v Pakistan,Dambulla,11-Jul-15,ODI # 3664,Angelo Mathews,49764
10,2,36,1,3.6,36,60,v Pakistan,Pallekele,15-Jul-15,ODI # 3669,Angelo Mathews,49764
8,0,52,0,6.5,-,-,v Pakistan,Colombo (RPS),19-Jul-15,ODI # 3670,Angelo Mathews,49764
2.4,0,9,0,3.37,-,-,v Pakistan,Colombo (RPS),22-Jul-15,ODI # 3671,Angelo Mathews,49764
3,0,9,1,3,9,18,v Pakistan,Hambantota,26-Jul-15,ODI # 3672,Angelo Mathews,49764
3,0,35,1,11.66,35,18,v West Indies,Colombo (RPS),01-Nov-15,ODI # 3701,Angelo Mathews,49764
-,-,-,-,-,-,-,v West Indies,Colombo (RPS),04-Nov-15,ODI # 3702,Angelo Mathews,49764
2,0,11,1,5.5,11,12,v West Indies,Pallekele,07-Nov-15,ODI # 3704,Angelo Mathews,49764
1,0,17,0,17,-,-,v New Zealand,Christchurch,26-Dec-15,ODI # 3714,Angelo Mathews,49764
-,-,-,-,-,-,-,v New Zealand,Christchurch,28-Dec-15,ODI # 3715,Angelo Mathews,49764
2,0,17,0,8.5,-,-,v New Zealand,Nelson,31-Dec-15,ODI # 3717,Angelo Mathews,49764
-,-,-,-,-,-,-,v New Zealand,Nelson,02-Jan-16,ODI # 3718,Angelo Mathews,49764
-,-,-,-,-,-,-,v New Zealand,Mount Maunganui,05-Jan-16,ODI # 3721,Angelo Mathews,49764
9,0,37,2,4.11,18.5,27,v Ireland,Dublin (Malahide),16-Jun-16,ODI # 3748,Angelo Mathews,49764
4,1,34,1,8.5,34,24,v Ireland,Dublin (Malahide),18-Jun-16,ODI # 3749,Angelo Mathews,49764
6,0,22,2,3.66,11,18,v England,Nottingham,21-Jun-16,ODI # 3751,Angelo Mathews,49764
-,-,-,-,-,-,-,v England,Birmingham,24-Jun-16,ODI # 3753,Angelo Mathews,49764
2,0,8,0,4,-,-,v England,Bristol,26-Jun-16,ODI # 3755,Angelo Mathews,49764
3,0,17,0,5.66,-,-,v England,The Oval,29-Jun-16,ODI # 3757,Angelo Mathews,49764
-,-,-,-,-,-,-,v England,Cardiff,02-Jul-16,ODI # 3758,Angelo Mathews,49764
7,0,33,0,4.71,-,-,v Australia,Colombo (RPS),21-Aug-16,ODI # 3768,Angelo Mathews,49764
6,0,17,2,2.83,8.5,18,v Australia,Colombo (RPS),24-Aug-16,ODI # 3769,Angelo Mathews,49764
7,0,30,2,4.28,15,21,v Australia,Dambulla,28-Aug-16,ODI # 3772,Angelo Mathews,49764
-,-,-,-,-,-,-,v Australia,Dambulla,31-Aug-16,ODI # 3774,Angelo Mathews,49764
-,-,-,-,-,-,-,v India,The Oval,08-Jun-17,ODI # 3882,Angelo Mathews,49764
-,-,-,-,-,-,-,v Pakistan,Cardiff,12-Jun-17,ODI # 3888,Angelo Mathews,49764
-,-,-,-,-,-,-,v Zimbabwe,Galle,30-Jun-17,ODI # 3897,Angelo Mathews,49764
-,-,-,-,-,-,-,v Zimbabwe,Galle,02-Jul-17,ODI # 3899,Angelo Mathews,49764
-,-,-,-,-,-,-,v Zimbabwe,Hambantota,06-Jul-17,ODI # 3901,Angelo Mathews,49764
-,-,-,-,-,-,-,v Zimbabwe,Hambantota,08-Jul-17,ODI # 3903,Angelo Mathews,49764
-,-,-,-,-,-,-,v Zimbabwe,Hambantota,10-Jul-17,ODI # 3904,Angelo Mathews,49764
2,0,9,0,4.5,-,-,v India,Dambulla,20-Aug-17,ODI # 3905,Angelo Mathews,49764
3,0,11,0,3.66,-,-,v India,Pallekele,24-Aug-17,ODI # 3906,Angelo Mathews,49764
3,0,17,0,5.66,-,-,v India,Pallekele,27-Aug-17,ODI # 3907,Angelo Mathews,49764
6,2,24,2,4,12,18,v India,Colombo (RPS),31-Aug-17,ODI # 3908,Angelo Mathews,49764
3,0,14,0,4.66,-,-,v India,Colombo (RPS),03-Sep-17,ODI # 3909,Angelo Mathews,49764
5,2,8,1,1.6,8,30,v India,Dharamsala,10-Dec-17,ODI # 3939,Angelo Mathews,49764
4,1,9,0,2.25,-,-,v India,Mohali,13-Dec-17,ODI # 3941,Angelo Mathews,49764
3,0,30,0,10,-,-,v India,Visakhapatnam,17-Dec-17,ODI # 3942,Angelo Mathews,49764
-,-,-,-,-,-,-,v Zimbabwe,Dhaka,17-Jan-18,ODI # 3955,Angelo Mathews,49764
-,-,-,-,-,-,-,v South Africa,Dambulla,29-Jul-18,ODI # 4025,Angelo Mathews,49764
-,-,-,-,-,-,-,v South Africa,Dambulla,01-Aug-18,ODI # 4027,Angelo Mathews,49764
-,-,-,-,-,-,-,v South Africa,Pallekele,05-Aug-18,ODI # 4029,Angelo Mathews,49764
-,-,-,-,-,-,-,v South Africa,Pallekele,08-Aug-18,ODI # 4030,Angelo Mathews,49764
-,-,-,-,-,-,-,v South Africa,Colombo (RPS),12-Aug-18,ODI # 4031,Angelo Mathews,49764
-,-,-,-,-,-,-,v Bangladesh,Dubai (DSC),15-Sep-18,ODI # 4036,Angelo Mathews,49764
-,-,-,-,-,-,-,v Afghanistan,Abu Dhabi,17-Sep-18,ODI # 4038,Angelo Mathews,49764
1,0,7,0,7,-,-,v Ireland,Dublin (Malahide),16-Jun-16,ODI # 3748,Dhananjaya de Silva ,465793
-,-,-,-,-,-,-,v Australia,Colombo (RPS),21-Aug-16,ODI # 3768,Dhananjaya de Silva ,465793
4,0,20,0,5,-,-,v Australia,Colombo (RPS),24-Aug-16,ODI # 3769,Dhananjaya de Silva ,465793
4,0,21,1,5.25,21,24,v Australia,Dambulla,28-Aug-16,ODI # 3772,Dhananjaya de Silva ,465793
4,0,21,0,5.25,-,-,v Australia,Dambulla,31-Aug-16,ODI # 3774,Dhananjaya de Silva ,465793
7,0,35,2,5,17.5,21,v Australia,Pallekele,04-Sep-16,ODI # 3776,Dhananjaya de Silva ,465793
-,-,-,-,-,-,-,v Zimbabwe,Harare,14-Nov-16,ODI # 3804,Dhananjaya de Silva ,465793
-,-,-,-,-,-,-,v West Indies,Harare,16-Nov-16,ODI # 3805,Dhananjaya de Silva ,465793
1,0,4,0,4,-,-,v Zimbabwe,Bulawayo,21-Nov-16,ODI # 3807,Dhananjaya de Silva ,465793
-,-,-,-,-,-,-,v West Indies,Bulawayo,23-Nov-16,ODI # 3808,Dhananjaya de Silva ,465793
-,-,-,-,-,-,-,v Zimbabwe,Bulawayo,27-Nov-16,ODI # 3810,Dhananjaya de Silva ,465793
2,0,9,0,4.5,-,-,v South Africa,Port Elizabeth,28-Jan-17,ODI # 3828,Dhananjaya de Silva ,465793
8,0,42,1,5.25,42,48,v South Africa,Durban,01-Feb-17,ODI # 3830,Dhananjaya de Silva ,465793
1,0,8,0,8,-,-,v South Africa,Johannesburg,04-Feb-17,ODI # 3831,Dhananjaya de Silva ,465793
3,0,18,0,6,-,-,v South Africa,Cape Town,07-Feb-17,ODI # 3833,Dhananjaya de Silva ,465793
4,0,24,0,6,-,-,v South Africa,Centurion,10-Feb-17,ODI # 3834,Dhananjaya de Silva ,465793
1,0,3,0,3,-,-,v Pakistan,Cardiff,12-Jun-17,ODI # 3888,Dhananjaya de Silva ,465793
5,0,32,0,6.4,-,-,v South Africa,Pallekele,05-Aug-18,ODI # 4029,Dhananjaya de Silva ,465793
4,0,26,1,6.5,26,24,v South Africa,Pallekele,08-Aug-18,ODI # 4030,Dhananjaya de Silva ,465793
4,0,21,1,5.25,21,24,v South Africa,Colombo (RPS),12-Aug-18,ODI # 4031,Dhananjaya de Silva ,465793
7,0,38,2,5.42,19,21,v Bangladesh,Dubai (DSC),15-Sep-18,ODI # 4036,Dhananjaya de Silva ,465793
5,0,22,0,4.4,-,-,v Afghanistan,Abu Dhabi,17-Sep-18,ODI # 4038,Dhananjaya de Silva ,465793
-,-,-,-,-,-,-,v England,Dambulla,10-Oct-18,ODI # 4052,Dhananjaya de Silva ,465793
4,0,19,1,4.75,19,24,v England,Dambulla,13-Oct-18,ODI # 4053,Dhananjaya de Silva ,465793
4,0,23,0,5.75,-,-,v England,Pallekele,17-Oct-18,ODI # 4054,Dhananjaya de Silva ,465793
4,0,18,0,4.5,-,-,v England,Pallekele,20-Oct-18,ODI # 4055,Dhananjaya de Silva ,465793
4,0,18,1,4.5,18,24,v England,Colombo (RPS),23-Oct-18,ODI # 4058,Dhananjaya de Silva ,465793
5,0,35,0,7,-,-,v New Zealand,Nelson,08-Jan-19,ODI # 4076,Dhananjaya de Silva ,465793
4,0,21,0,5.25,-,-,v South Africa,Johannesburg,03-Mar-19,ODI # 4104,Dhananjaya de Silva ,465793
8,0,55,2,6.87,27.5,24,v South Africa,Centurion,06-Mar-19,ODI # 4107,Dhananjaya de Silva ,465793
10,1,41,3,4.1,13.66,20,v South Africa,Port Elizabeth,13-Mar-19,ODI # 4114,Dhananjaya de Silva ,465793
1,0,3,0,3,-,-,v South Africa,Cape Town,16-Mar-19,ODI # 4115,Dhananjaya de Silva ,465793
-,-,-,-,-,-,-,v England,Manchester,09-Jul-11,ODI # 3170,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v Scotland,Edinburgh,13-Jul-11,ODI # 3172,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v New Zealand,Hambantota,10-Nov-13,ODI # 3432,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v New Zealand,Hambantota,12-Nov-13,ODI # 3434,Dimuth Karunaratne ,227772
1.4,0,11,0,6.6,-,-,v Pakistan,Dubai (DSC),20-Dec-13,ODI # 3446,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v Pakistan,Sharjah,22-Dec-13,ODI # 3447,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v New Zealand,Christchurch,11-Jan-15,ODI # 3574,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v New Zealand,Hamilton,15-Jan-15,ODI # 3577,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v New Zealand,Auckland,17-Jan-15,ODI # 3580,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v New Zealand,Nelson,20-Jan-15,ODI # 3585,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v New Zealand,Dunedin,23-Jan-15,ODI # 3588,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v New Zealand,Dunedin,25-Jan-15,ODI # 3590,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v New Zealand,Wellington,29-Jan-15,ODI # 3594,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v New Zealand,Christchurch,14-Feb-15,ODI # 3599,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v Afghanistan,Dunedin,22-Feb-15,ODI # 3609,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v Bangladesh,Melbourne,26-Feb-15,ODI # 3615,Dimuth Karunaratne ,227772
-,-,-,-,-,-,-,v England,Wellington,01-Mar-15,ODI # 3619,Dimuth Karunaratne ,227772
8,1,36,1,4.5,36,48,v Australia,Providence,07-Jun-16,ODI # 3741,Tabraiz Shamsi,379145
9,0,41,2,4.55,20.5,27,v West Indies,Basseterre,15-Jun-16,ODI # 3747,Tabraiz Shamsi,379145
10,1,36,3,3.6,12,20,v Australia,Port Elizabeth,09-Oct-16,ODI # 3792,Tabraiz Shamsi,379145
10,0,60,0,6,-,-,v Sri Lanka,Cape Town,07-Feb-17,ODI # 3833,Tabraiz Shamsi,379145
7,1,39,1,5.57,39,42,v New Zealand,Hamilton,19-Feb-17,ODI # 3836,Tabraiz Shamsi,379145
3,1,18,0,6,-,-,v India,Centurion,04-Feb-18,ODI # 3970,Tabraiz Shamsi,379145
10,0,48,0,4.8,-,-,v India,Port Elizabeth,13-Feb-18,ODI # 3976,Tabraiz Shamsi,379145
8.3,0,33,4,3.88,8.25,12.7,v Sri Lanka,Dambulla,29-Jul-18,ODI # 4025,Tabraiz Shamsi,379145
10,0,43,0,4.3,-,-,v Sri Lanka,Dambulla,01-Aug-18,ODI # 4027,Tabraiz Shamsi,379145
10,0,62,2,6.2,31,30,v Sri Lanka,Pallekele,05-Aug-18,ODI # 4029,Tabraiz Shamsi,379145
10,0,72,0,7.2,-,-,v Zimbabwe,Paarl,06-Oct-18,ODI # 4051,Tabraiz Shamsi,379145
10,0,56,3,5.6,18.66,20,v Pakistan,Durban,22-Jan-19,ODI # 4081,Tabraiz Shamsi,379145
